0,0,0,streetLight,1724292720350
1,0,0,streetLight,1724292720350
2,0,0,streetLight,1724292720350
3,3,0,streetLight,1724292720350
4,0,0,streetLight,1724292720350
5,3,0,streetLight,1724292720350
6,3,0,streetLight,1724292720350
7,3,0,streetLight,1724292720350
8,0,0,streetLight,1724292720350
9,0,0,streetLight,1724292720350
10,3,0,streetLight,1724292720350
11,3,0,streetLight,1724292720350
12,3,0,streetLight,1724292720350
13,3,0,streetLight,1724292720350
14,0,0,streetLight,1724292720350
15,0,0,streetLight,1724292720350
16,0,0,streetLight,1724292720350
17,0,0,streetLight,1724292720350
18,0,0,streetLight,1724292720350
19,3,0,streetLight,1724292720350
20,3,0,streetLight,1724292720350
21,3,0,streetLight,1724292720350
22,3,0,streetLight,1724292720350
23,0,0,streetLight,1724292720350
24,0,0,streetLight,1724292720350
25,3,0,streetLight,1724292720350
26,1,0,streetLight,1724292720350
27,0,0,streetLight,1724292720350
28,3,0,streetLight,1724292720350
29,0,0,streetLight,1724292720350
30,0,0,streetLight,1724292720350
31,2,0,streetLight,1724292720350
32,2,0,streetLight,1724292720350
33,2,0,streetLight,1724292720350
34,0,0,streetLight,1724292720350
35,0,0,streetLight,1724292720350
36,1,0,streetLight,1724292720350
37,1,0,streetLight,1724292720350
38,3,0,streetLight,1724292720350
39,1,0,streetLight,1724292720350
40,2,0,streetLight,1724292720350
41,2,0,streetLight,1724292720350
42,2,0,streetLight,1724292720350
43,2,0,streetLight,1724292720350
44,2,0,streetLight,1724292720350
45,0,0,streetLight,1724292720350
46,1,0,streetLight,1724292720350
47,0,0,streetLight,1724292720350
48,1,0,streetLight,1724292720350
49,1,0,streetLight,1724292720350
50,3,0,streetLight,1724292720350
51,1,0,streetLight,1724292720350
52,2,0,streetLight,1724292720350
53,2,0,streetLight,1724292720350
54,2,0,streetLight,1724292720350
55,1,0,streetLight,1724292720350
56,1,0,streetLight,1724292720350
57,1,0,streetLight,1724292720350
58,2,0,streetLight,1724292720350
59,1,0,streetLight,1724292720350
60,1,0,streetLight,1724292720350
61,2,0,streetLight,1724292720350
62,2,0,streetLight,1724292720350
63,2,0,streetLight,1724292720350
64,1,0,streetLight,1724292720350
65,1,0,streetLight,1724292720350
66,2,0,streetLight,1724292720350
67,1,0,streetLight,1724292720350
68,2,0,streetLight,1724292720350
69,1,0,streetLight,1724292720350
70,1,0,streetLight,1724292720350
71,1,0,streetLight,1724292720350
72,1,0,streetLight,1724292720350
73,1,0,streetLight,1724292720350
74,2,0,streetLight,1724292720350
75,2,0,streetLight,1724292720350
76,1,0,streetLight,1724292720350
77,1,0,streetLight,1724292720350
78,2,0,streetLight,1724292720350
79,1,0,streetLight,1724292720350
80,1,0,streetLight,1724292720350
0,0,0,streetLight,1724292900350
1,0,0,streetLight,1724292900350
2,0,0,streetLight,1724292900350
3,3,0,streetLight,1724292900350
4,0,0,streetLight,1724292900350
5,3,0,streetLight,1724292900350
6,3,0,streetLight,1724292900350
7,3,0,streetLight,1724292900350
8,0,0,streetLight,1724292900350
9,0,0,streetLight,1724292900350
10,3,0,streetLight,1724292900350
11,3,0,streetLight,1724292900350
12,3,0,streetLight,1724292900350
13,3,0,streetLight,1724292900350
14,0,0,streetLight,1724292900350
15,0,0,streetLight,1724292900350
16,0,0,streetLight,1724292900350
17,0,0,streetLight,1724292900350
18,0,0,streetLight,1724292900350
