0,0,0,1724292720350
5,0,0,1724292720350
6,0,0,1724292720350
7,0,0,1724292720350
12,1,0,1724292720350
13,1,0,1724292720350
14,1,0,1724292720350
15,1,0,1724292720350
1,2,0,1724292720350
2,2,0,1724292720350
3,2,0,1724292720350
4,2,0,1724292720350
8,3,0,1724292720350
9,3,0,1724292720350
10,3,0,1724292720350
11,3,0,1724292720350
0,0,0,1724292900350
5,0,0,1724292900350
6,0,0,1724292900350
7,0,0,1724292900350
12,1,0,1724292900350
13,1,0,1724292900350
14,1,0,1724292900350
15,1,0,1724292900350
1,2,0,1724292900350
2,2,0,1724292900350
3,2,0,1724292900350
4,2,0,1724292900350
8,3,0,1724292900350
9,3,0,1724292900350
10,3,0,1724292900350
11,3,0,1724292900350
0,0,0,1724293080350
5,0,0,1724293080350
6,0,0,1724293080350
7,0,0,1724293080350
12,1,0,1724293080350
13,1,0,1724293080350
14,1,0,1724293080350
15,1,0,1724293080350
1,2,0,1724293080350
2,2,0,1724293080350
3,2,0,1724293080350
4,2,0,1724293080350
8,3,0,1724293080350
9,3,0,1724293080350
10,3,0,1724293080350
11,3,0,1724293080350
0,0,0,1724293260350
5,0,0,1724293260350
6,0,0,1724293260350
7,0,0,1724293260350
12,1,0,1724293260350
13,1,0,1724293260350
14,1,0,1724293260350
15,1,0,1724293260350
1,2,0,1724293260350
2,2,0,1724293260350
3,2,0,1724293260350
4,2,0,1724293260350
8,3,0,1724293260350
9,3,0,1724293260350
10,3,0,1724293260350
11,3,0,1724293260350
0,0,0,1724293440350
5,0,0,1724293440350
6,0,0,1724293440350
7,0,0,1724293440350
12,1,0,1724293440350
13,1,0,1724293440350
14,1,0,1724293440350
15,1,0,1724293440350
1,2,0,1724293440350
2,2,0,1724293440350
3,2,0,1724293440350
4,2,0,1724293440350
8,3,0,1724293440350
9,3,0,1724293440350
10,3,0,1724293440350
11,3,0,1724293440350
0,0,0,1724293620350
5,0,0,1724293620350
6,0,0,1724293620350
7,0,0,1724293620350
12,1,0,1724293620350
13,1,0,1724293620350
14,1,0,1724293620350
15,1,0,1724293620350
1,2,0,1724293620350
2,2,0,1724293620350
3,2,0,1724293620350
4,2,0,1724293620350
8,3,0,1724293620350
9,3,0,1724293620350
10,3,0,1724293620350
11,3,0,1724293620350
0,0,0,1724293800350
5,0,0,1724293800350
6,0,0,1724293800350
7,0,0,1724293800350
