timestamp,total_water_quantity_ticks,total_water_products_ticks,total_water_rinse_ticks,total_water_cleaning_ticks,rfu,total_coffee_bean_quantity_g,total_coffee_beans_left_rear_g,total_coffee_beans_right_front_g,total_coffee_powder_chute_g,cleaning_counter,brewcycles_left,brewcycles_right,cycles_rinse_clean_left,cycles_rinse_clean_right,time_milk_cs,heating_time_boiler_left_cs,heating_time_boiler_right_cs,time_hot_water_cs,time_steam_left_cs,time_steam_right_cs,heat_time_steam_boiler_1_cs,heat_time_steam_boiler_2_cs,time_air_pump_cs,milk_cycles_left,milk_cycles_right,reset_date_day,reset_date_month,reset_date_year,rfu2,reset_time_second,reset_time_minute,reset_time_hour,rfu3,time_milk_steam_left_cs,time_milk_steam_right_cs,total_coffee_beans_grinder_adjustment_g,absolute_counter,time_powder_cs,total_powder_quantity_left_g,total_powder_quantity_right_g,total_coffee_beans_3_g,total_coffee_beans_4_g
1782483263,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483268,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483274,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483279,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483284,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483289,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483294,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483299,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483304,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483309,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483314,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483319,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483324,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483329,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483334,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483339,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
1782483344,462892,163458,109755,188459,0,20944,8400,10649,0,72,1469,0,374,0,86069,0,0,104,0,0,0,0,66314,559,0,12,6,25,0,23,36,15,0,146337,0,331,1951,0,0,0,1564,0
