199864,16,8889360025
199864,17,8889360034
199864,16,8889360027
199864,16,8889360029
199867,9,8889360372
199867,10,8889360375
199867,11,8889360379
199860,3,8889360516
199853,6,8889360589
199852,7,8889360594
199852,9,8889360761
199852,9,8889360761
199852,12,8889360780
199852,10,8889360791
199854,16,8889360855
199854,10,8889360911
199858,7,8889361030
199858,8,8889361041
199857,11,8889361173
199858,13,8889361217
199858,14,8889361226
199858,15,8889361237
199858,15,8889361239
199860,11,8889361354
199860,11,8889361404
199862,10,8889361470
199864,10,8889377128
199864,10,8889377200
199864,12,8889377206
199864,12,8889377210
199833,76,8889378524
199833,77,8889378535
199834,81,8889378580
199837,81,8889378648
199839,89,8889378678
199841,94,8889378731
199842,97,8889378745
199842,93,8889378785
199844,98,8889378805
199844,99,8889378808
199848,97,8889378897
199850,99,8889378908
199851,104,8889378931
199853,105,8889378953
199864,102,8889379056
199866,105,8889379113
199842,101,8889379380
199842,102,8889379389
199843,98,8889379481
199844,104,8889379516
199844,106,8889379528
199846,83,8889379658
199846,83,8889379659
199847,88,8889379737
199847,89,8889379742
199848,89,8889379760
199848,82,8889379884
199850,88,8889379943
199850,88,8889379947
199850,88,8889380015
199853,83,8889380089
199854,87,8889380160
199856,72,8889380228
199856,72,8889380229
199856,72,8889380229
199858,67,8889380356
199860,72,8889380434
199860,73,8889380437
199862,102,8889380739
199862,102,8889380741
199845,98,8889381006
199845,99,8889381015
199846,99,8889381130
199846,99,8889381132
199848,100,8889381181
199848,100,8889381182
199849,98,8889381285
199850,83,8889394119
199850,83,8889394122
199852,85,8889394236
199853,86,8889394273
199853,87,8889394280
199855,83,8889394396
199855,88,8889394422
199855,86,8889394443
199858,82,8889394569
199859,85,8889394615
199859,87,8889394630
199859,89,8889394638
199859,90,8889394649
199863,79,8889394776
199854,114,8889395039
199841,115,8889395197
199841,117,8889395224
199841,115,8889395256
199843,113,8889395297
199841,114,8889395335
199842,115,8889395338
199843,112,8889395436
199844,114,8889395467
199844,118,8889395487
199845,112,8889395555
199845,113,8889395610
199845,113,8889395623
199847,115,8889395659
199847,115,8889395660
199850,112,8889395742
199850,115,8889395766
199850,118,8889395782
199852,112,8889395844
199853,114,8889395898
199853,114,8889395928
199854,85,8889395982
199857,67,8889396077
199862,87,8889396198
199863,89,8889396209
199843,95,8889396593
199843,95,8889396597
199843,96,8889396651
199843,96,8889396652
199845,93,8889396748
199846,94,8889396765
199848,94,8889396808
199848,97,8889396860
199848,100,8889396873
199848,91,8889396948
199849,92,8889396982
199850,99,8889397042
199850,99,8889397041
199851,96,8889397091
199852,76,8889397237
199852,78,8889397314
199853,81,8889397363
199855,63,8889397460
199855,64,8889397465
199856,62,8889397519
199857,63,8889397544
199858,65,8889397560
199861,62,8889397652
199858,95,8889397912
199844,94,8889398162
199844,95,8889398168
199843,99,8889398265
199842,91,8889398469
199843,92,8889398495
199843,97,8889398541
199843,99,8889398561
199845,96,8889398709
199846,74,8889398815
199847,77,8889398850
199846,78,8889398909
199849,59,8889421229
199851,63,8889421249
199851,63,8889421252
199852,69,8889421320
199852,72,8889421336
199855,69,8889421395
199855,69,8889421451
199857,74,8889421471
199865,93,8889421777
199865,93,8889421780
199865,95,8889421793
199840,96,8889422093
199840,100,8889422180
199840,101,8889422188
199840,102,8889422374
199840,102,8889422377
199842,99,8889422444
199842,101,8889422512
199841,102,8889422519
199843,104,8889422542
199844,107,8889422599
199845,109,8889422693
199845,111,8889422705
199846,109,8889422769
199847,91,8889422788
199848,92,8889422813
199848,95,8889422823
199850,93,8889422917
199851,99,8889422942
199851,99,8889422948
199852,101,8889423002
199852,103,8889423021
199856,83,8889423161
199857,84,8889423181
199859,88,8889423248
199860,89,8889423252
199866,88,8889423375
199844,92,8889423560
199844,95,8889423572
199843,99,8889423594
199843,101,8889423599
199844,101,8889423724
199844,103,8889423734
199845,105,8889423742
199845,106,8889423750
199848,107,8889423910
199848,107,8889423915
199848,109,8889423924
199851,107,8889423998
199852,106,8889424033
199853,118,8889424129
199853,119,8889424134
199853,120,8889424138
199855,117,8889424244
199855,118,8889424252
199856,118,8889424303
199857,124,8889424364
199859,106,8889424445
199859,106,8889424446
199861,103,8889424533
199862,103,8889424552
199864,111,8889424675
199864,112,8889424681
199842,119,8889425070
199842,115,8889425133
199843,118,8889425158
199845,119,8889425199
199846,125,8889425227
199844,120,8889425316
199845,123,8889425341
199847,124,8889425380
199847,129,8889425408
199848,125,8889425461
199849,128,8889425486
199849,128,8889425521
199849,132,8889425553
199850,128,8889425607
199851,133,8889425634
199850,110,8889425718
199853,94,8889425763
199853,95,8889425796
199854,100,8889425835
199854,100,8889425837
199845,78,8889426221
199845,81,8889426264
199846,83,8889426279
199846,84,8889426352
199846,84,8889426356
199848,85,8889426419
199848,85,8889426420
199849,81,8889426524
199850,84,8889426541
199850,84,8889426543
199851,81,8889426592
199854,81,8889426644
199855,87,8889426690
199855,87,8889426695
199855,89,8889426705
199857,76,8889426831
199858,77,8889426855
199859,88,8889426946
199859,90,8889426959
199859,90,8889426959
199861,59,8889427101
199863,59,8889427149
199863,59,8889427149
199861,79,8889427302
199850,79,8889427426
199849,78,8889427478
199849,78,8889427480
199850,79,8889427537
199850,88,8889427612
199850,88,8889427612
199850,89,8889427620
199852,77,8889427764
199852,77,8889427771
199854,79,8889427819
199855,83,8889427870
199855,85,8889427875
199855,87,8889427889
199855,76,8889427977
199857,78,8889428022
199858,82,8889428052
199858,82,8889428085
199858,84,8889428101
199858,86,8889428113
199860,76,8889428155
199859,96,8889428294
199862,78,8889428331
199848,113,8889428714
199849,110,8889428745
199849,115,8889428774
199847,110,8889428865
199849,113,8889428906
199850,110,8889428934
199850,114,8889428959
199851,110,8889429014
199851,114,8889429039
199852,110,8889429093
199852,114,8889429114
199853,110,8889429155
199854,115,8889429202
199853,110,8889429277
199853,113,8889429298
199854,110,8889429327
199846,77,8889429721
199846,77,8889429723
199848,78,8889429761
199850,77,8889429824
199850,87,8889429978
199850,87,8889429980
199850,88,8889429990
199851,73,8889430203
199853,74,8889430214
199854,76,8889430242
199855,85,8889430323
199855,87,8889430331
199854,88,8889430334
199856,75,8889430527
199858,76,8889430565
199858,76,8889430567
199860,79,8889430639
199861,87,8889430727
199861,89,8889430743
199861,90,8889430752
199863,77,8889430861
199864,77,8889430866
199846,96,8889431091
199846,96,8889431096
199844,92,8889431153
199846,95,8889431187
199847,99,8889431229
199846,101,8889431240
199846,104,8889431254
199848,57,8889450206
199849,58,8889450241
199849,59,8889450245
199851,60,8889450296
199852,69,8889450420
199852,71,8889450433
199852,74,8889450444
199852,74,8889450446
199856,62,8889450643
199856,62,8889450643
199858,68,8889450703
199859,69,8889450738
199860,75,8889450810
199860,76,8889450827
199861,79,8889450839
199861,80,8889450846
199865,95,8889451127
199865,95,8889451128
199850,108,8889451328
199850,108,8889451364
199849,110,8889451404
199850,112,8889451426
199849,115,8889451450
199851,113,8889451505
199851,113,8889451506
199851,113,8889451598
199851,116,8889451612
199850,108,8889451678
199852,117,8889451718
199852,117,8889451719
199853,108,8889451823
199854,114,8889451860
199854,116,8889451870
199855,108,8889451961
199857,112,8889451989
199858,97,8889452151
199851,95,8889452476
199852,98,8889452515
199852,101,8889452532
199852,95,8889452610
199853,99,8889452651
199853,101,8889452664
199854,95,8889452728
199854,97,8889452745
199855,100,8889452847
199855,101,8889452852
199854,93,8889452945
199856,100,8889452981
199856,102,8889452988
199856,94,8889453111
199856,97,8889453148
199856,97,8889453152
199855,98,8889453466
199853,97,8889453563
199852,95,8889453655
199852,98,8889453692
199852,101,8889453709
199852,95,8889453799
199853,98,8889453822
199853,101,8889453836
199855,95,8889453908
199855,99,8889453959
199855,103,8889453973
199856,95,8889454071
199857,97,8889454092
199856,101,8889454110
199858,96,8889454184
199859,97,8889454202
199852,76,8889454501
199853,77,8889454532
199855,80,8889454641
199855,80,8889454642
199856,82,8889454663
199858,76,8889454751
199859,80,8889454778
199860,80,8889454805
199860,83,8889454825
199860,85,8889454837
199861,82,8889454865
199862,78,8889454975
199863,81,8889454997
199863,84,8889455020
199862,96,8889455184
199853,95,8889455472
199853,97,8889455573
199853,100,8889455585
199853,95,8889455751
199854,96,8889455839
199852,93,8889455949
199853,96,8889455984
199853,99,8889456003
199854,93,8889456071
199855,95,8889456103
199857,94,8889456164
199858,94,8889456177
199862,75,8889456243
199863,76,8889456281
199853,95,8889456495
199854,75,8889456565
199854,87,8889456651
199854,87,8889456652
199854,88,8889456658
199853,78,8889456890
199853,81,8889456908
199855,74,8889456980
199857,81,8889457032
199857,81,8889457130
199857,81,8889457132
199857,81,8889457131
199858,82,8889457170
199860,76,8889457227
199862,98,8889457379
199862,101,8889457394
199862,77,8889457524
199856,94,8889457748
199855,95,8889457756
199857,95,8889457811
199857,98,8889457837
199858,95,8889457862
199859,91,8889457885
199859,100,8889457933
199859,100,8889457935
199861,94,8889458062
199861,98,8889458102
199861,101,8889458116
199860,95,8889458239
199853,99,8889458524
199853,99,8889458527
199854,91,8889458610
199857,96,8889458653
199857,99,8889458668
199858,74,8889458746
199858,74,8889458748
199859,78,8889458801
199860,80,8889458836
199860,81,8889458842
199862,82,8889458956
199862,83,8889458963
199857,100,8889459252
199857,100,8889459253
199857,91,8889459347
199855,95,8889459427
199854,77,8889459506
199854,84,8889459592
199854,87,8889459607
199854,87,8889459607
199856,74,8889459749
199857,76,8889459767
199857,77,8889459819
199858,79,8889459849
199858,79,8889459851
199859,81,8889459874
199858,81,8889459916
199863,73,8889459972
199861,93,8889460108
199862,94,8889460124
199852,76,8889460297
199852,77,8889460303
199853,96,8889460450
199852,93,8889460516
199853,98,8889460556
199852,100,8889460569
199853,93,8889460656
199854,94,8889460676
199855,96,8889460731
199855,100,8889460753
199856,97,8889460768
199858,100,8889460893
199858,101,8889460896
199859,93,8889461043
199859,94,8889461060
199857,95,8889461297
199856,91,8889461357
199856,99,8889461432
199856,101,8889461439
199858,76,8889461599
199857,80,8889461627
