1,0,6915,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022106E+018,,5.617664
1,0,7793,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022111E+018,,5.668352
1,0,8335,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022119E+018,,5.745664
1,0,5386,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022125E+018,,5.803008
1,0,492,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.6134286602213E+018,,5.852672
1,0,6649,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022135E+018,,5.901824
1,0,1421,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022139E+018,,5.947904
1,0,2362,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022144E+018,,5.99424
1,0,27,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022149E+018,,6.039808
1,0,8690,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022153E+018,,6.085888
1,0,59,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022158E+018,,6.131456
1,0,7763,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022162E+018,,6.17728
1,0,3926,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022167E+018,,6.223104
1,0,540,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022172E+018,,6.268928
1,0,3426,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022176E+018,,6.315008
1,0,9172,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022181E+018,,6.360832
1,0,5736,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022185E+018,,6.406656
1,0,5211,0,1,1.61342866021545E+018,16909060,0,0,0,0,1.6134286602219E+018,,6.451968
1,0,5368,0,2,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022195E+018,,6.498048
1,0,2567,0,0,1.61342866021545E+018,16909060,0,0,0,0,1.61342866022199E+018,,6.54336
1,0,6915,0,2,1.61342866022872E+018,16909060,0,0,0,0,1.61342866023353E+018,,4.809472
1,0,7793,0,0,1.61342866022872E+018,16909060,0,0,0,0,1.61342866023358E+018,,4.854272
1,0,8335,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023362E+018,,4.899328
1,0,5386,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023367E+018,,4.945152
1,0,492,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023372E+018,,4.990464
1,0,6649,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023376E+018,,5.036544
1,0,1421,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023381E+018,,5.082368
1,0,2362,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023386E+018,,5.133312
1,0,27,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023391E+018,,5.179648
1,0,8690,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023395E+018,,5.2288
1,0,59,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023401E+018,,5.285376
1,0,7763,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023406E+018,,5.331456
1,0,3926,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.6134286602341E+018,,5.37728
1,0,540,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023415E+018,,5.42592
1,0,3426,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023421E+018,,5.486336
1,0,9172,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023428E+018,,5.553664
1,0,5736,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023435E+018,,5.624576
1,0,5211,0,1,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023442E+018,,5.695744
1,0,5368,0,2,1.61342866022873E+018,16909060,0,0,0,0,1.6134286602345E+018,,5.777664
1,0,2567,0,0,1.61342866022873E+018,16909060,0,0,0,0,1.61342866023457E+018,,5.845504
1,0,6915,0,2,1.61342866022959E+018,16909060,0,0,0,0,1.61342866024357E+018,,13.983232
